dataset_index,source_file,source_basename,source_parent,form_type,matched_intermediate,batch_index,record_id,review_required,num_rows,output_form_type
85,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 1\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 1,party_list,True,85,file_00085,True,11,party_list
86,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 10\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 10,constituency,True,86,file_00086,True,6,constituency
87,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 10\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 10,party_list,True,87,file_00087,True,10,party_list
88,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 2\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 2,constituency,True,88,file_00088,True,5,constituency
89,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 2\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 2,party_list,True,89,file_00089,True,10,party_list
90,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 3\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 3,constituency,True,90,file_00090,True,6,constituency
91,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 3\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 3,party_list,True,91,file_00091,True,6,party_list
92,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 4\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 4,constituency,True,92,file_00092,True,6,constituency
93,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 4\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 4,party_list,True,93,file_00093,True,3,party_list
94,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 5\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 5,constituency,True,94,file_00094,True,6,constituency
95,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 5\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 5,party_list,True,95,file_00095,True,11,party_list
96,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 6\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 6,constituency,True,96,file_00096,True,5,constituency
97,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 6\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 6,party_list,True,97,file_00097,True,11,party_list
98,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 7\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 7,constituency,True,98,file_00098,True,6,constituency
99,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 7\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 7,party_list,True,99,file_00099,True,11,party_list
100,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 8\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 8,constituency,True,100,file_00100,True,6,constituency
101,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 8\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 8,party_list,True,101,file_00101,True,11,party_list
102,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 9\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 9,constituency,True,102,file_00102,True,6,constituency
103,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 9\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลหนองอ้ม\หน่วยที่ 9,party_list,True,103,file_00103,True,7,party_list
104,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 1\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 1,party_list,True,104,file_00104,True,11,party_list
105,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 1\5_18.pdf,5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 1,constituency,True,105,file_00105,True,5,constituency
106,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 10\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 10,party_list,True,106,file_00106,True,10,party_list
107,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 10\5_18.pdf,5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 10,constituency,True,107,file_00107,True,6,constituency
108,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 11\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 11,constituency,True,108,file_00108,True,6,constituency
109,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 11\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 11,party_list,True,109,file_00109,True,10,party_list
110,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 2\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 2,party_list,True,110,file_00110,True,10,party_list
111,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 2\5_18.pdf,5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 2,constituency,True,111,file_00111,True,6,constituency
112,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 3\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 3,party_list,True,112,file_00112,True,11,party_list
113,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 3\5_18.pdf,5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 3,constituency,True,113,file_00113,True,5,constituency
114,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 4\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 4,party_list,True,114,file_00114,True,11,party_list
115,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 4\5_18.pdf,5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 4,constituency,True,115,file_00115,True,5,constituency
116,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 5\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 5,party_list,True,116,file_00116,True,10,party_list
117,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 5\5_18.pdf,5_18.pdf,election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 5,constituency,True,117,file_00117,True,4,constituency
